ID,BARCODE,BRAND_CODE,CPG_ID,CATEGORY,CATEGORY_CODE,NAME,ROMANCE_TEXT,RELATED_BRAND_IDS
611e69752b434d3de53f42bb,511111611325,BOSTON MARKET,609c26d4c55f630602d72b22,Restaurants,RESTAURANTS,Boston Market,"Our mission is to create awesome rotisserie meals. We started our restaurant revolution with just three ingredients: fire, a spit, and chicken. No one does chicken like we do. We also utilize the same tried and true techniques on our prime rib. Get hungry for rotisserie perfection.",
5f4e49f0ac99f03f183c8e0a,511111807056,BIRDS EYE,5e825d64f221c312e698a62a,Frozen,FROZEN,Birds Eye®,"It's good to eat vegetables, and Birds Eye makes them easier and more enjoyable to eat.",
585a9645e4b03e62d1ce0e79,511111801757,CHESTER'S,53e10d6368abd3c7065097cc,Snacks,SNACKS,Chester's,,
55a58727e4b0d0a65b3693cd,511111402688,NATURE'S BAKERY,55a58719e4b0d0a65b3693cc,Snacks,SNACKS,Nature's Bakery,,
60ac0942ad04c01ac35ea563,511111209850,MUSCLE MILK,5332f5fbe4b03c9a25efd0ba,Beverages,BEVERAGES,Muscle Milk,Own Your Strength. A PepsiCo brand.,61aa205bf9b9e263c1aac1a8 : 609329d2729cb85570d87262 : 55bf8c6ce4b0d8e685c1489d
61d865f05806c5140572e81a,511111611998,ALBERTSONS,5fc90c54ac99f076f08267c2,Retailers,RETAILERS,Albertsons,"Albertsons Companies is committed to helping people across the country live better lives by making a meaningful difference, neighborhood by neighborhood.",
5bd2013f965c7d66d92731ec,511111904663,KLEENEX,550b2565e4b001d5e9e4146f,Household,HOUSEHOLD,Kleenex,"Let's be honest - life is messy. For all the icks and ewws that you don't see coming (and the ones you do), grab Kleenex®.",5da605dc1dda2c3e1416ae83 : 5bd200a6965c7d66d92731ea : 592486bee410d61fcea3d129
60d4f689240dbf0161947848,511111110385,BLACKSTONE,60ba59e1ec891a72cdbb077b,Wine,WINE,BLACKSTONE®,"At Blackstone, winemakers select grapes from over 100 vineyards throughout California to create quality wines that are perfect for any occasion. Our wines are created by drawing from the best parcels in the same vineyards year after year, resulting in high quality wines at an affordable price.",60c7b4c637e7f639aafff272 : 60d4ff26240dbf016194784b : 60d54b99c1c99202a7cbef48
5afda618e4b0c11cfecd49fa,511111804550,POP SECRET,5a734034e4b0d58f376be874,Snacks,SNACKS,POP SECRET,"Happiness starts from a kernal. That's where Pop-Secret begins. Create a natural, whole grain kernal and transform it into a delicious, airy, and perfectly salted everyday snack. ",
5332f9f1e4b03c9a25efd1c5,511111503255,,5332f5f2e4b03c9a25efd0aa,,,Corn Flakes,,
57d95826e4b0ac389136a2b7,511111302346,CRYSTAL LIGHT,53e10d6368abd3c7065097cc,Beverages,BEVERAGES,Crystal Light,"Crystal Light provides a refreshing alternative to sodas, and makes any glass or bottle of water more exciting, without a high calorie count.",58861c7f4e8d0d20bc42c4f9 : 585a970ee4b03e62d1ce0e91
61003de69ac8f0018ac10ac4,511111911180,BLUE DIAMOND ALMONDS,60a2d796e50345759644c50d,Snacks,SNACKS,Blue Diamond Almonds,"Super Flavor all on a Superfood*
*28 almonds have 5g plant protein and are an excellent source of antioxidant vitamin E and a good source of Magnesium",
5332f73ee4b03c9a25efd108,511111403791,DR PEPPER,53e10d6368abd3c7065097cc,Beverages,BEVERAGES,Dr Pepper,,
5332f772e4b03c9a25efd125,511111103653,GOLD MEDAL,53e10d6368abd3c7065097cc,Personal Care,PERSONAL_CARE,Gold Medal,,
5f1f248aac99f054aeb9e7f4,511111806899,CLOROX,53e10d6368abd3c7065097cc,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,Clorox,"Clorox disinfecting products kill 99.9% of bacteria and viruses*. When it really matters, trust Clorox.  

*use as directed on hard, non-porous surfaces",
612ceb8c75207d056add1605,511111811350,CHOMPS,612ceb7275207d056add1604,Snacks,SNACKS,Chomps,,
5fbc4c782455c91ffd067519,511111507567,OROWEAT,53e10d6368abd3c7065097cc,Bread & Bakery,BREAD_AND_BAKERY,Oroweat,"At Oroweat® Breads, our goal is to inspire Americans to live healthy, balanced lives across generations. We are committed to making a positive impact every day by using real ingredients and no artificial preservatives, colors or flavors and implementing sustainable baking practices.",
55a41b88e4b0d0a65b3692f0,511111902690,KRAFT,53e10d6368abd3c7065097cc,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,Kraft,"Kraft provides high quality, great taste, and nutrition for all eating occasions., whether at home or on the go. Kraft's commitment to bringing families together extends throughout the grocery store, from dairy & cheese products to condiments, and much more. ",
5332f5f2e4b03c9a25efd0a9,511111804048,,5332f5f2e4b03c9a25efd0aa,,,Eggo,,
5fc7b834ac99f076f08267c0,511111607748,HOLSUM,53e10d6368abd3c7065097cc,Bread & Bakery,BREAD_AND_BAKERY,Holsum,"In 1923 the Cotton brothers brought commitment and consistency to southern kitchens with Cotton's bread. Today, as Cotton's Holsum, we stick to what we know - soft and delicious bread, buns and rolls made with quality ingredients and simple baking methods. We are proud to share this with your family",
5a8c33f3e4b07f0a2dac8943,511111504139,PACE,5a734034e4b0d58f376be874,Grocery,GROCERY,Pace,"No matter what you make, make it saucy. Enjoy Pace Salsas, Picante Sauce, and Queso at your next party, or use them to add some flavor and spice to dinner recipes. Looking for a quick and delicious meal? Try Pace Ready meals and Taco Complete.",
605a4fa42455c923f83e14ca,511111908760,SPLENDA STEVIA,60536fcaac99f01274b44b26,Grocery,GROCERY,Splenda Stevia,,
592486bee410d61fcea3d130,511111100782,KNORR,5332f5f6e4b03c9a25efd0b4,Grocery,GROCERY,Knorr,"Bring out the flavor with Knorr. Transform everyday meals into savory favorites with a little help and inspiration from Knorr. Explore the full range of Knorr Selects, Sides, One Skillet Meals, Recipe Mixes, Gravies, Sauces, Bouillon, and Homestyle Stocks. A Unilever brand.",592486bee410d61fcea3d12c : 5a021703e4b00efe02b02a58 : 5d2f6b82a3a01810a2174aed
5fda7a462455c9689e43fc46,511111607816,SARGENTO,5e7cf838f221c312e698a628,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,Sargento®,Real Cheese People® know the best cheese is real cheese.,6047a3722455c97b314d3867 : 592486bee410d61fcea3d12c : 5fbc4c3fac99f007b792c200
5bd201cc965c7d66d92731ee,511111704706,SCOTT,550b2565e4b001d5e9e4146f,Household,HOUSEHOLD,Scott® Brand,"Make your decision in toilet paper and paper towels quick, easy and reliable with Scott® Brand toilet paper and paper towels. Trusted since 1913 to Keep Life Rolling.",5bd2013f965c7d66d92731ec : 5bd201f090fa074576779a1a : 5d642d946d5f3b23d1bc7910
5952a596e4b08f39def64d03,511111800644,ZIMA,53e10d6368abd3c7065097cc,"Beer, Hard Cider & Seltzer",BEER_HARD_CIDER_AND_SELTZER,Zima,,
5887a216e4b02187f85cdad5,511111401155,CLAUSSEN,53e10d6368abd3c7065097cc,Deli,DELI,Claussen,"Difference you can taste. Claussen pickles come in a variety of flavors: Kosher Dills, Deli Style Hearty Garlic, New York Deli Half Sours, Burger Slices, and Hot & Spicy. ",
5f4e55492455c929365b5fe6,511111107194,HEALTHY CHOICE,5e825d64f221c312e698a62a,Frozen,FROZEN,Healthy Choice®,"Healthy Choice entrées are easy-to-cook, responsibly sourced, and packed with premium, flavorful foods. Try Power Bowls, Simply Steamers, Power Dressings, and more!",
5332fa74e4b03c9a25efd21e,511111003038,SPRITE,53e10d6368abd3c7065097cc,Beverages,BEVERAGES,Sprite,,
5f60effeac99f00f5a18eb54,511111107477,GERBER GOOD START,5f46a694ac99f01d52a57acf,Baby,BABY,Gerber Good Start,Products for healthy tummies and happy babies,5da603a71dda2c3e1416ae82 : 5bd2011f90fa074576779a17 : 5d6419346d5f3b23d1bc790e
5887a320e4b02187f85cdad8,511111201120,CORN NUTS,53e10d6368abd3c7065097cc,Snacks,SNACKS,Corn Nuts,"Made with real corn kernels and real corn flavor, CORN NUTS is about as authentic as a snack can get. Available in five flavors: Original, Ranch, Chile Picante, BBQ, and Jalapeno Cheddar",
5f1b3bf52455c963a60d07c3,511111606864,GLAD,5eebc5412455c97a877ef382,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,Glad Trash Bags & Food Storage,"Glad trash bags come in a variety of scents and sizes to carry the heaviest loads without tearing. No matter what type of trash can you have, Glad has the right bag for the job.",
5d66dfec6d5f3b6188d4f053,511111105480,ONE,5332f5fbe4b03c9a25efd0ba,Beverages,BEVERAGES,O.N.E. Coconut Water,"Handpicked, drained, and packaged at the source, this re-energizing coconut drink takes hydration to the next level. Where you take it from there is up to you. A PepsiCo brand.",
585a972de4b03e62d1ce0e96,511111001485,TOSTITOS,5332f5fbe4b03c9a25efd0ba,Snacks,SNACKS,Tostitos,"TOSTITOS® are more than tortilla chips  – they’re an invitation to catch up with friends, so Get Together Already™! A PepsiCo brand.",5887a372e4b02187f85cdad9 : 585a971ae4b03e62d1ce0e93 : 585a9720e4b03e62d1ce0e94
5a8c36dbe4b0ccf165fac9e9,511111204206,SWANSON,5a734034e4b0d58f376be874,Canned Goods & Soups,CANNED_GOODS_AND_SOUPS,Swanson,"Swanson broths and stocks give you all the flavor while allowing you to add as much or as little seasoning as you'd like to create the perfect soups, salads, and entrees",
5332f5fbe4b03c9a25efd0b9,511111503972,PEPSI,5332f5fbe4b03c9a25efd0ba,Beverages,BEVERAGES,Pepsi,Delicious. Refreshing. Pepsi. A PepsiCo brand.,585a963ce4b03e62d1ce0e78 : 5887a372e4b02187f85cdad9 : 5332f5fbe4b03c9a25efd0bb
5fbc4c3fac99f007b792c200,511111107521,SARA LEE,5fbc4c21ac99f007b792c1ff,Bread & Bakery,BREAD_AND_BAKERY,Sara Lee Bread,"Sara Lee Bread is made without high fructose corn syrup and has no artificial colors or flavors because we only want the best for your family. Baked with the goodness you’d expect, Sara Lee Breads offers a delicious variety of freshly baked bread products.",60e89539748cd71a17e20660 : 5fbc4c50ac99f007b792c201 : 60b684b3fe9f712ed75b1fd5
588ba032e4b02187f85cdadc,511111401087,HP,53e10d6368abd3c7065097cc,Condiments & Sauces,CONDIMENTS_AND_SAUCES,HP Sauce,"The original brown sauce, a legendary and uniquely distinctive sauce resulting from a dedication to sourcing the highest quality ingredients and using a closely guarded secret recipe. Also try HP Fruity, HP Classic BBQ, and HP Honey BBQ sauces.",
5d6027f46d5f3b23d1bc7906,511111204923,CHESTERS,5332f5fbe4b03c9a25efd0ba,Snacks,SNACKS,CHESTER'S,"When CHESTER CHEETAH puts his name on a snack, you can count on a bold and cheesy flavor like you’ve never tasted. CHESTER’S® snacks are made with a special blend of real cheese seasoning to give each bite the perfect pop and zing. A PepsiCo brand.",585a963ce4b03e62d1ce0e78 : 585a964ce4b03e62d1ce0e7a : 585a970ee4b03e62d1ce0e91
5f4e4cea2455c929365b5fe3,511111307112,DUKES,5e825d64f221c312e698a62a,Meat & Seafood,MEAT_AND_SEAFOOD,Duke's®,Duke's is on a mission to craft ridiculously flavorful smoked meats with the freshest ingredients possible.,
5a8c2eeee4b0ccf165fac9e2,511111204084,BOLTHOUSE FARMS,5a734034e4b0d58f376be874,Grocery,GROCERY,Bolthouse Farms,"More than just carrots, Bolthouse offers a wide range of beverages, dressings, and yes, carrots. All farmed and created with a commitment to creating healthier products. ",
61eef9afc53c7f5bd78578e0,511111312666,BEECHNUT,61eef9a5c53c7f5bd78578df,Baby,BABY,Beech-Nut,,
57ebc2e7e4b0ac389136a34b,511111201915,TACO BELL,53e10d6368abd3c7065097cc,Grocery,GROCERY,Taco Bell,"Bring the flavors of Taco Bell into your pantry with Taco Bell Salsas, taco seasoning, and taco shells. ",5887a372e4b02187f85cdad9
62f5221a02d87153442246ac,511111315001,LIFESAVERS,62f51f6f02d87153442246a2,Gum & Mints,GUM_AND_MINTS,LIFESAVERS®,"Hard candy that’s a hole lot of fun!  Great minty candy treats to share with family, friends or at the office. 

Mars Wrigley. Better Moments Make the World Smile.",62f5210002d87153442246a4 : 62f522262e94a20f3d9fbd31 : 62f5223202d87153442246ad
60a2e938e50345759644c50f,511111209782,RATIO,5332f5f3e4b03c9a25efd0ae,Breakfast & Cereal,BREAKFAST_AND_CEREAL,Ratio,"We know making daily food choices can be a tricky equation – that’s why we’ve done the math for you, so you can spend less time reading labels and more time living. With a focus on carefully selected ingredients, :ratio strikes a unique combination of protein, net carbs, and sugar to keep you going. A General Mills brand. ",5daf472da60b87376833e35e : 5daf3eed1dda2c3e1416ae94 : 6296173044a2774ea0fd9201 : 5daf43251dda2c3e1416ae95
585a9675e4b03e62d1ce0e7f,511111301691,IZZE,5332f5fbe4b03c9a25efd0ba,Beverages,BEVERAGES,IZZE,"Gather some friends, and pour on the good times. Izze Sparkling Juices are a simple mix including 70% fruit juice wih a splash of sparkling water. No preservatives. No added sugar. Enjoy seven unique flavors in cans or bottles. A PepsiCo brand.",5d66d9016d5f3b6188d4f04a : 5d602d9d6d5f3b23d1bc7907 : 585a9686e4b03e62d1ce0e81
62f521e92e94a20f3d9fbd2e,511111214960,MARS,62f51f6f02d87153442246a2,Candy & Chocolate,CANDY_AND_CHOCOLATE,MARS®,Are you hungry for a chocolaty chewy candy bar? Sink your teeth into a purely delightful nougat candy bar.,62f521d102d87153442246aa : 62f5223202d87153442246ad
60357da22455c9795782f307,511111208259,MALIBU,602186b82455c91734ff7a71,Spirits,SPIRITS,Malibu® ,"Nothing beats an original. But Malibu isn't just an original, it's sunshine in a bottle with a smooth fresh flavour. That's why it's the world's best-selling coconut flavoured Caribbean rum.",60357800ac99f010d5dfac6f : 60357d452455c9795782f306 : 60357f832455c9795782f308
630f771527c8dc0622a87b6b,511111915355,SARA LEE POP UP,5fbd7c972455c91ffd067520,Bread & Bakery,BREAD_AND_BAKERY,SARA LEE,,
5d66da306d5f3b6188d4f04c,511111005377,MODERN FARMHOUSE,5d5d4fd16d5f3b23d1bc7905,Magazines,MAGAZINES,Modern Farmhouse Magazine,Modern Farmhouse Kitchens celebrates the distinctive design aesthetic that comes from blending classic country elements with modern and industrial influences. ,5d66d6016d5f3b6188d4f047 : 5d66d94d6d5f3b6188d4f04b : 5d6412d36d5f3b23d1bc7908
55bf8c6ce4b0d8e685c1489d,511111802563,GATORADE,5332f5fbe4b03c9a25efd0ba,Beverages,BEVERAGES,GATORADE,Quench your thirst with Gatorade sports drinks. Engineered to help athletes rehydrate and refuel. A PepsiCo brand.,609329d2729cb85570d87262 : 60ac0942ad04c01ac35ea563 : 585a972de4b03e62d1ce0e96
60633a864b49975cc0ad94b3,511111509271,WHATCHAMACALLIT,59ba6feae4b092b29c16734d,Candy & Sweets,CANDY_AND_SWEETS,Whatchamacallit,The peanut crisp and chocolate WHATCHAMACALLIT Candy Bar has a flavor and a name that are impossible to forget.,
600b63312455c904d4b69d61,511111707875,PILLSBURY,5332f5f3e4b03c9a25efd0ae,Baking,BAKING,Pillsbury,"What matters most is made at home. Whether it’s breakfast for the kids or food for a crowd, Pillsbury has it all. A General Mills brand. 

Excludes Pillsbury Frosting and Pillsbury Dry Goods.",
5f4faa402455c929365b5fe9,511111507284,MARIE CALLENDER'S,5e825d64f221c312e698a62a,Frozen,FROZEN,Marie Callender's®,"Marie Callender's frozen meals and desserts are made from scratch with quality ingredients. Enjoy Marie Callender's frozen bowls, meals, and pies.",
5ab1314de4b0915382df761a,511111104308,V8 SPLASH,5a734034e4b0d58f376be874,Beverages,BEVERAGES,V8 Splash,"Deliciously fruity, wonderfully refreshing. Each variety of V8 Splash is a refreshing blend of delicious fruity flavors and has an excellent source of vitamin C. It's the perfect beverage to satisfy you and your family throughout the day.",
606230704b49975cc0ad94aa,511111309031,SENSODYNE,5fdb71512455c9689e43fc47,,,SENSODYNE,,
5332f9fde4b03c9a25efd1cf,511111303176,,5332f5f2e4b03c9a25efd0aa,,,Froot Loops,,
5d2f6b82a3a01810a2174aed,511111704867,SIR KENSINGTONS,5332f5f6e4b03c9a25efd0b4,Condiments & Sauces,CONDIMENTS_AND_SAUCES,Sir Kensington's,"All Sir Kensington's condiments are proudly Non-GMO Project Verified, Gluten-free, Soy-free, Paleo Friendly, and Kosher. A Unilever brand. ",592486bee410d61fcea3d12c : 592486bee410d61fcea3d130 : 5f19cc962455c943622ea632
6048fab3ac99f04b80c64c4c,511111808657,SEAGRAMS GIN,602186b82455c91734ff7a71,Spirits,SPIRITS,Seagrams Gin,"Since 1939, Seagram's has artfully blended the world's finest botanicals with a pristine neutral spirit in a low-temperature distillation process, preserving the true essence of the botanical flavors. ",60357800ac99f010d5dfac6f : 60357d452455c9795782f306 : 60357f832455c9795782f308
5daf6baaa60b87376833e364,511111206101,YOPLAIT GOGURT,5332f5f3e4b03c9a25efd0ae,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,Yoplait Go-GURT,Snack time made easy. Go-GURT brings kid fun to every tube! The easy-to-open yogurt tubes make it more convenient than ever to take your favorite snack on the go. A General Mills brand. ,5332f7c8e4b03c9a25efd148 : 5daf472da60b87376833e35e : 5daf46261dda2c3e1416ae96 : 5daf43251dda2c3e1416ae95 : 5dd557081dda2c1971449a7a : 5daf3eed1dda2c3e1416ae94 : 5daf693c1dda2c3e1416ae9d
5daf4867a60b87376833e35f,511111605980,GOODBELLY,5332f5f3e4b03c9a25efd0ae,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,Goodbelly Probiotics,"Good health starts with a GoodBelly! Non-GMO, dairy-free, soy-free, vegan and kosher probiotic drinks in a bunch of yummy flavors.  A General Mills brand.",5d66d38ca3a018093ab34724 : 5daf472da60b87376833e35e : 585a971ae4b03e62d1ce0e93 : 5daf43251dda2c3e1416ae95
61d70faf5806c5140572e817,511111711940,OLIVE GARDEN,61d70eeaf04efd3f1949fe74,Restaurants,RESTAURANTS,Olive Garden,"At Olive Garden, we know that life is better together and everyone is happiest when they’re with family. From never ending servings of our freshly baked breadsticks and iconic garden salad, to our homemade soups and sauces, there’s something for everyone to enjoy.",
5f4fb264ac99f03f183c8e1a,511111207375,REDDI WIP,5e825d64f221c312e698a62a,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,Reddi-wip®,"Made with grade-A dairy cream and never with hydrogenated oils, Reddi-wip's original lineup of creamy whipped toppings is the real deal. ",
5fbc4dc9ac99f007b792c206,511111207658,STROEHMANN,5fbc4c21ac99f007b792c1ff,Bread & Bakery,BREAD_AND_BAKERY,Stroehmann Bread,"For over 90 years, the bakers at Stroehmann have been dedicated to the tradition of baking bread the old fashioned Pennsylvania Dutch way using quality ingredients. Today, Stroehmann bread and buns are the favorite choice for mom- the whole family will enjoy the soft and smooth texture.",60e89539748cd71a17e20660 : 5fbc4c50ac99f007b792c201 : 5fbc4c3fac99f007b792c200
606230914b49975cc0ad94ab,511111009054,VEGGIES MADE GREAT,603cff572455c97b314d3860,,,VEGGIES MADE GREAT,,
585a9637e4b03e62d1ce0e77,511111501770,CAP'N CRUNCH,60ac067b9b6e385567eee852,Breakfast & Cereal,BREAKFAST_AND_CEREAL,Cap'n Crunch,"Sweet and golden, with a crunch you can't resist, nothing competes with the Original Cap'n Crunch. Grab a bowl or cup for an easy snack that goes great with couch time, anytime.",
5f1f22f8ac99f054aeb9e7f3,511111106876,BRITA,5eebc5412455c97a877ef382,Household,HOUSEHOLD,Brita,Tastes good. Does good. Help save the planet with our best selection of filtered water pitchers and bottles. Drink like you care.,
5332f5ebe4b03c9a25efd0a7,511111304050,MONSTER,53e10d6368abd3c7065097cc,Beverages,BEVERAGES,Monster,,
5fd11eb02455c92390b9547e,511111107804,DOLLAR SHAVE CLUB,5332f5f6e4b03c9a25efd0b4,Personal Care,PERSONAL_CARE,Dollar Shave Club,Everything you need in the bathroom – from razor blades to grooming products. A Unilever brand.,592486bde410d61fcea3d120 : 604a428cac99f04b08c39a49 : 592486bee410d61fcea3d129
5da6071ea60b87376833e34d,511111005650,ALKA SELTZER,5d9b4f591dda2c6225a284aa,Health & Wellness,HEALTHY_AND_WELLNESS,Alka-Seltzer®,Skip through heartburn. Fast relief with Alka-Seltzer. ,5da605dc1dda2c3e1416ae83 : 5da60785a60b87376833e34e : 55bf8c6ce4b0d8e685c1489d
585a96b3e4b03e62d1ce0e85,511111201632,NEAR EAST,53e10d6368abd3c7065097cc,Grocery,GROCERY,Near East,,
57d95805e4b0ac389136a2b5,511111002369,COUNTRY TIME,53e10d6368abd3c7065097cc,Beverages,BEVERAGES,Country Time,"The perfect balance of sweet and tart. Country Time Lemonade drink mixes come in a variety of flavors and sizes, including on-the-go single serving packs.",
5887a143e4b02187f85cdad2,511111301189,MAXWELL HOUSE,559c2234e4b06aca36af13c6,Beverages,BEVERAGES,Maxwell House,"Good to the last drop, one cup at a time. Custom roasted for a perfectly balanced taste. Try a variety of flavors of Maxwell House Ground Coffee, K-Cup Pods and Iced Coffee. ",5332f775e4b03c9a25efd127
5332f775e4b03c9a25efd127,511111403630,CHEERIOS,5332f5f3e4b03c9a25efd0ae,Breakfast & Cereal,BREAKFAST_AND_CEREAL,Cheerios,"Simple food with heart. Our little whole grain oat O’s are bursting with positive energy, fueling people to do good. Spreading heart-healthy cheer since 1941. A General Mills brand.",5bd2011f90fa074576779a17 : 5daf70071dda2c3e1416ae9e : 5332f774e4b03c9a25efd126 : 5dd59806a60b870fc613f7ca : 5daf68751dda2c3e1416ae9c : 5daf60021dda2c3e1416ae9a : 5daf63151dda2c3e1416ae9b : 605e402c2455c923f83e14d1 : 5da60859a60b87376833e352
605e41a1ac99f07c6a80fed0,511111308874,GENERAL MILLS CEREAL,5332f5f3e4b03c9a25efd0ae,Breakfast & Cereal,BREAKFAST_AND_CEREAL,General Mills Cereal,A General Mills brand.,
585a9744e4b03e62d1ce0e98,511111301462,TROPICANA,5332f5fbe4b03c9a25efd0ba,Beverages,BEVERAGES,Tropicana,Tropicana puts the 'good' in morning with it's full range of orange juices. A PepsiCo brand.,585a9653e4b03e62d1ce0e7b : 585a9686e4b03e62d1ce0e81 : 5d66e2d46d5f3b6188d4f056
592486bee410d61fcea3d128,511111300861,DOVE,5332f5f6e4b03c9a25efd0b4,Personal Care,PERSONAL_CARE,Dove,"Hair products, skin care, and deodorant that leave you looking and feeling beautiful. For smooth, soft skin, treating it with care is essential. That's where Dove can help. A Unilever brand.",592486bee410d61fcea3d129 : 592486bfe410d61fcea3d139 : 592486bfe410d61fcea3d13a
57ebc009e4b0ac389136a334,511111302131,HEINZ,53e10d6368abd3c7065097cc,Condiments & Sauces,CONDIMENTS_AND_SAUCES,Heinz,"Heinz Ketchup is grown, not made. Always has, always will. The traditions of cooking in America run deep, and a great sauce can make all the difference.",
5a4d1f06e4b0d5c3fd86b678,511111700531,FRITO-LAY,53e10d6368abd3c7065097cc,Snacks,SNACKS,FRITO-LAY,,
5e72259b9c50da1291a6d07b,511111106647,ANNIES HOMEGROWN,53e10d6368abd3c7065097cc,Grocery,GROCERY,Annie's Homegrown Mac & Cheese,"All-natural food that’s fun for everybunny. Can kids love organic, all-natural food? You bet they can. Annie’s line of bunny-shaped pastas and snacks are good for your family and the planet you live on. Find something for everybunny here. A General Mills brand.",5332f7c8e4b03c9a25efd148
62bb2d20aa7ca6249b59e7f1,511111614401,RACHAEL RAY NUTRISH,62bb25ecaa7ca6249b59e7f0,Pet,PET,Rachael Ray Nutrish Cat Food & Treats,Rachel Ray® Nutrish® offers cat food & treats made with high-quality ingredients thoughtfully chosen to make a difference in the lives of your pets.,5bd2013f965c7d66d92731ec : 62bb2c8b2a605c32f1081194 : 5f230a6cac99f0350c8bf1db
57c08242e4b0718ff5fcb032,511111202516,,5332f7a7e4b03c9a25efd134,,,Corona,,
585a9661e4b03e62d1ce0e7d,511111401711,FUNYUNS,5332f5fbe4b03c9a25efd0ba,Snacks,SNACKS,Funyuns,"FUNYUNS® Onion Flavored Rings are a deliciously different snack that’s fun to eat, with a crisp texture and zesty onion flavor. Next time you're in the mood for a tasty treat that's out of the ordinary, try FUNYUNS® Onion Flavored Rings. A PepsiCo brand.",
5332f734e4b03c9a25efd103,511111003809,,5332f734e4b03c9a25efd104,Meat & Seafood,MEAT_AND_SEAFOOD,Johnsonville,,
58863e1ee4b02187f85cdace,511111101222,OSCAR MAYER,559c2234e4b06aca36af13c6,Deli,DELI,Oscar Mayer,"From your classic favorites to fresh flavors, there's an endless variety of quality Oscar Mayer meats for everyone to enjoy.",
5332f5fbe4b03c9a25efd0bb,511111003960,MOUNTAIN DEW,5332f5fbe4b03c9a25efd0ba,Beverages,BEVERAGES,Mountain Dew,Do the Dew. A PepsiCo brand.,58861c7e4e8d0d20bc42c4f5 : 615b36aa4878a47d241444a9 : 5332f5fbe4b03c9a25efd0b9
6123b1ea9500c859e2522b05,511111311348,LITEHOUSE,6123b1bd8abc112f39c33dad,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,Litehouse,What do you need to spread deliciousness at any tailgate? Litehouse Dressings and Dips. Find them in the produce aisle.,
5f1aeb3e2455c963a60d07c2,511111406853,CLOROX 2,53e10d6368abd3c7065097cc,Household,HOUSEHOLD,Clorox 2,"Clorox 2 for Colors Stain Remover & Color Brightener detergent removes the toughest stains, even after they've gone through the dryer! It pre-treats and washes, so you can get back to enjoying the clothes you love.",
60c0ebbfd1d25341d4628aff,511111609940,TUTTOROSSO,60c0ea9fd1d25341d4628afc,Grocery,GROCERY,Tuttorosso,,
62583ea2850e7614750ea170,511111513292,PEETS COFFEE,625829772b547e28c9aa4974,Restaurants,RESTAURANTS,Peet's Coffee,"The highest quality coffees from farms around the world, freshly roasted by hand to bring out every nuance, so you can taste the craft in every cup. Never see the bottom of a cup again.",
5bd201f090fa074576779a1a,511111204718,VIVA,550b2565e4b001d5e9e4146f,Household,HOUSEHOLD,Viva,"Viva® paper towels tackle your toughest jobs. Strong, absorbent, and durable for better cleaning, Viva® paper towels are up to the task.",5bd200a6965c7d66d92731ea : 5bd2013f965c7d66d92731ec : 5da6071ea60b87376833e34d : 5bd201cc965c7d66d92731ee
5332f709e4b03c9a25efd0f0,511111903857,COORS LIGHT,5332f709e4b03c9a25efd0f1,"Beer, Hard Cider & Seltzer",BEER_HARD_CIDER_AND_SELTZER,Coors Light,"Born in the Rockies. Cold lagered, cold filtered, and cold packaged. Every brew of Coors Light is made with traditional two-row lager malt, a combination of unique high-country barley and four hop varieties. ",6047eb232455c97b314d386e : 58861c7e4e8d0d20bc42c4e2 : 53554c847a010fd9f8db0ed6
5a8c363ce4b0ccf165fac9e7,511111104186,PACIFIC FOODS,5a734034e4b0d58f376be874,Grocery,GROCERY,Pacific Foods,"Healthy organic food made from simple ingredients. Pacific offers soups, broths & stocks, plant-based beverages, and pre-made meals and sides, all with a commitment to making healthy and better tasting foods.",
60d5fe82c1c99202a7cbef53,511111611042,HIGH LINER,60d5e803240dbf016194786a,Frozen,,High Liner,"High Liner seafood is crispy, delicious and easy to make.  #SeafoodIsBetter
",
5332fa05e4b03c9a25efd1d6,511111103141,,5332f5f2e4b03c9a25efd0aa,,,Krave,,
628e2bf9ef8b0240a3111411,511111313823,PERDUE,628e2bb5ef8b0240a3111410,Meat & Seafood,MEAT_AND_SEAFOOD,Perdue,"""Enjoy delicious PERDUE® chicken. We have the products and brands you love—gluten-free options, organic chicken, fun picks for kids, traditional whole birds, and ground chicken - the list goes on. We believe in a better chicken®""",
60ad4326fe9f712ed75b1fd4,511111909873,TOOTSIE ROLL,60ad4314ec891a72cdbb0779,,,Tootsie Roll,,
605e3639ac99f07c6a80fecf,511111108849,BETTY CROCKER,5332f5f3e4b03c9a25efd0ae,Grocery,GROCERY,Betty Crocker,"From baked goods to breakfast to snacks, Betty Crocker’s impressive lineup of dependably delicious products have been trusted in the kitchen since 1921.  A General Mills brand.

(Excludes Baking and Decorating accessories, Frosting, Fruit Snacks, Pancake and Waffle mix, Bowl Appetit, and Sweet Rewards)",6234b15e230f103f78a112f4 : 623a05a6f8c6036ac2badd4a
